product,service_type,service_category,cloud_provider
NVIDIA Quadro Virtual Workstation - Windows Server 2019,NVIDIA,License,Google
NVIDIA Quadro Virtual Workstation - Windows Server 2016,NVIDIA,License,Google
NVIDIA nvidia-cloudxr-windows-server-2019,NVIDIA,License,Google
"NVIDIA GPU Cloud Image for Deep Learning, Data Science,  and HPC",NVIDIA,License,Google
NVIDIA Gaming PC - Windows Server 2016,NVIDIA,License,Google
NVIDIA HPC SDK GPU-Optimized Image,NVIDIA,License,Google
NVIDIA Quadro Virtual Workstation - Ubuntu 18.04,NVIDIA,License,Google
NVIDIA Image for AI using GPUs,NVIDIA,License,Google
NVIDIA TensorFlow from NVIDIA,NVIDIA,License,Google
NVIDIA Image for AI using GPUs - Optimized for PyTorch,NVIDIA,License,Google
NVIDIA Gaming PC - Windows Server 2019,NVIDIA,License,Google
NVIDIA Gaming PC - Ubuntu 18.04,NVIDIA,License,Google
Netsil - Application Operations Center (Self-Hosted),Netsil,License,Google
Oro Inc. OroCRM VM,OroInc,License,Google
Oro Inc. OroCommerce VM,OroInc,License,Google
Pluto7 Value Chain ML,Pluto7,License,Google
Pluto7 Healthcare ML,Pluto7,License,Google
Pluto7 Marketing ML,Pluto7,License,Google
Pluto7 Supplier ML,Pluto7,License,Google
Pluto7 Demand ML,Pluto7,License,Google
Pluto7 Preventive Maintenance ML,Pluto7,License,Google
Pluto7 Pricing ML,Pluto7,License,Google
Pluto7 Inventory ML,Pluto7,License,Google
Pluto7 Sentiment ML,Pluto7,License,Google
Pluto7 Returns ML,Pluto7,License,Google
Pluto7 Planning In A Box,Pluto7,License,Google
Pluto7 Logistic ML,Pluto7,License,Google
Pluto7 Supply ML,Pluto7,License,Google
Pluto7 Sales ML,Pluto7,License,Google
Pluto7 Education ML,Pluto7,License,Google
Precog,Precog,License,Google
"Qualys, Inc. Qualys Virtual Scanner Appliance",Qualys,License,Google
SL Corp. RTView DataServer,SLCorp,License,Google
SQL FCI SQL Server 2016 AlwaysOn Failover Cluster Instance (Beta),SQLFCI,License,Google
Zadara Cube - 20TB Block and File Storage,Zadara,License,Google
Zadara Cube - 10TB Block and File Storage,Zadara,License,Google
Zadara Cube - 1.6TB SSD Block and File Storage,Zadara,License,Google
Zadara Cube - 3.2TB SSD Block and File Storage,Zadara,License,Google
Zadara Cube - 40TB Block and File Storage,Zadara,License,Google
Actifio Sky,Actifio,License,Google
AtScale Inc AtScale Intelligence Platform,AtScale,License,Google
Bitnami WordPress Certified by Bitnami and Automattic,Bitnami,License,Google
Bitnami Apache Solr Certified by Bitnami,Bitnami,License,Google
Bitnami ownCloud Certified by Bitnami,Bitnami,License,Google
Bitnami Mattermost Team Edition Certified by Bitnami,Bitnami,License,Google
Bitnami RabbitMQ Cluster,Bitnami,License,Google
Bitnami GitLab CE Certified by Bitnami,Bitnami,License,Google
Bitnami Mahara Certified by Bitnami,Bitnami,License,Google
Bitnami AbanteCart Certified by Bitnami,Bitnami,License,Google
Bitnami Openfire Certified by Bitnami,Bitnami,License,Google
Bitnami Osclass Certified by Bitnami,Bitnami,License,Google
Bitnami Open edX Certified by Bitnami,Bitnami,License,Google
Bitnami etcd Certified by Bitnami,Bitnami,License,Google
Bitnami OXID eShop Certified by Bitnami,Bitnami,License,Google
Bitnami Kubernetes Sandbox Certified by Bitnami,Bitnami,License,Google
Bitnami Fat Free CRM Certified by Bitnami,Bitnami,License,Google
Bitnami PostgreSQL Certified by Bitnami,Bitnami,License,Google
Bitnami CouchDB Certified by Bitnami,Bitnami,License,Google
Bitnami Memcached Multiple Instances,Bitnami,License,Google
Bitnami Coppermine Certified by Bitnami,Bitnami,License,Google
Bitnami SEO Panel Certified by Bitnami,Bitnami,License,Google
Bitnami Ghost Certified by Bitnami,Bitnami,License,Google
Bitnami Joomla! Certified by Bitnami,Bitnami,License,Google
Bitnami ResourceSpace Certified by Bitnami,Bitnami,License,Google
Bitnami JasperReports Certified by Bitnami,Bitnami,License,Google
Bitnami Mautic Certified by Bitnami,Bitnami,License,Google
Bitnami ActiveMQ Certified by Bitnami,Bitnami,License,Google
Bitnami Apache Guacamole Certified by Bitnami,Bitnami,License,Google
Bitnami DreamFactory Certified by Bitnami,Bitnami,License,Google
Bitnami Cassandra Certified by Bitnami,Bitnami,License,Google
Bitnami Mantis Certified by Bitnami,Bitnami,License,Google
Bitnami Plone Certified by Bitnami,Bitnami,License,Google
Bitnami JRuby Certified by Bitnami,Bitnami,License,Google
Bitnami Redis High Availability,Bitnami,License,Google
Bitnami OroCRM Certified by Bitnami,Bitnami,License,Google
Bitnami OpenProject Certified by Bitnami,Bitnami,License,Google
Bitnami MyBB Certified by Bitnami,Bitnami,License,Google
Bitnami Matomo Certified by Bitnami,Bitnami,License,Google
Bitnami Alfresco Community Certified by Bitnami,Bitnami,License,Google
Bitnami Elasticsearch Cluster,Bitnami,License,Google
Bitnami NGINX Open Source Certified by Bitnami,Bitnami,License,Google
Bitnami Publify Certified by Bitnami,Bitnami,License,Google
Bitnami Weblate Certified by Bitnami,Bitnami,License,Google
Bitnami Zurmo Certified by Bitnami,Bitnami,License,Google
Bitnami SugarCRM Certified by Bitnami,Bitnami,License,Google
Bitnami ELK Certified by Bitnami,Bitnami,License,Google
Bitnami Live Helper Chat Certified by Bitnami,Bitnami,License,Google
Bitnami Kafka Certified by Bitnami,Bitnami,License,Google
Bitnami NATS Certified by Bitnami,Bitnami,License,Google
Bitnami WordPress Multi-Tier Certified by Bitnami and Automattic,Bitnami,License,Google
Bitnami CiviCRM Certified by Bitnami,Bitnami,License,Google
Bitnami Drupal Certified by Bitnami,Bitnami,License,Google
Bitnami LAPP Certified by Bitnami,Bitnami,License,Google
Bitnami Odoo Certified by Bitnami,Bitnami,License,Google
Bitnami Tiny Tiny RSS Certified by Bitnami,Bitnami,License,Google
Bitnami Redis Certified by Bitnami,Bitnami,License,Google
Bitnami MongoDB with Replication,Bitnami,License,Google
Bitnami Kong Certified by Bitnami,Bitnami,License,Google
Bitnami LAMP Certified by Bitnami,Bitnami,License,Google
Bitnami Django Certified by Bitnami,Bitnami,License,Google
Bitnami Let's Chat Certified by Bitnami,Bitnami,License,Google
Bitnami TensorFlow Serving Certified by Bitnami,Bitnami,License,Google
Bitnami Memcached Certified by Bitnami,Bitnami,License,Google
Bitnami Neos Certified by Bitnami,Bitnami,License,Google
Bitnami concrete5 Certified by Bitnami,Bitnami,License,Google
Bitnami ProcessWire Certified by Bitnami,Bitnami,License,Google
Bitnami Pimcore Certified by Bitnami,Bitnami,License,Google
Bitnami ZooKeeper Certified by Bitnami,Bitnami,License,Google
Bitnami SuiteCRM Certified by Bitnami,Bitnami,License,Google
Bitnami Kafka Cluster,Bitnami,License,Google
Bitnami Jenkins Certified by Bitnami,Bitnami,License,Google
Bitnami LimeSurvey Certified by Bitnami,Bitnami,License,Google
Bitnami wordpress-intel,Bitnami,License,Google
Bitnami Dolibarr Certified by Bitnami,Bitnami,License,Google
Bitnami Simple Machines Forum Certified by Bitnami,Bitnami,License,Google
Bitnami Ruby Certified by Bitnami,Bitnami,License,Google
Bitnami Grafana Certified by Bitnami,Bitnami,License,Google
Bitnami Magento Certified by Bitnami,Bitnami,License,Google
Bitnami EspoCRM Certified by Bitnami,Bitnami,License,Google
Bitnami Re:dash Certified by Bitnami,Bitnami,License,Google
Bitnami WordPress Multisite Certified by Bitnami and Automattic  ,Bitnami,License,Google
Bitnami Roundcube Certified by Bitnami,Bitnami,License,Google
Bitnami Akeneo Certified by Bitnami,Bitnami,License,Google
Bitnami TestLink Certified by Bitnami,Bitnami,License,Google
Bitnami phpBB Certified by Bitnami,Bitnami,License,Google
Bitnami HashiCorp Consul Certified by Bitnami,Bitnami,License,Google
Bitnami WildFly Certified by Bitnami,Bitnami,License,Google
Bitnami Pootle Certified by Bitnami,Bitnami,License,Google
Bitnami XOOPS Certified by Bitnami,Bitnami,License,Google
Bitnami DokuWiki Certified by Bitnami,Bitnami,License,Google
Bitnami PrestaShop Certified by Bitnami,Bitnami,License,Google
Bitnami WordPress with NGINX and SSL Certified by Bitnami and Automattic,Bitnami,License,Google
Bitnami Moodle Certified by Bitnami,Bitnami,License,Google
Bitnami Horde Groupware Webmail Certified by Bitnami,Bitnami,License,Google
Bitnami Roller,Bitnami,License,Google
Bitnami Discourse Certified by Bitnami,Bitnami,License,Google
Bitnami SilverStripe Certified by Bitnami,Bitnami,License,Google
Bitnami RabbitMQ Certified by Bitnami,Bitnami,License,Google
Bitnami MariaDB Certified by Bitnami,Bitnami,License,Google
Bitnami MariaDB with Replication,Bitnami,License,Google
Bitnami OrangeHRM Certified by Bitnami,Bitnami,License,Google
Bitnami Open Atrium Certified by Bitnami,Bitnami,License,Google
Bitnami HHVM Certified by Bitnami,Bitnami,License,Google
Bitnami MediaWiki Certified by Bitnami,Bitnami,License,Google
Bitnami MEAN Certified by Bitnami,Bitnami,License,Google
Bitnami CMS Made Simple Certified by Bitnami,Bitnami,License,Google
Bitnami Liferay Certified by Bitnami,Bitnami,License,Google
Bitnami Phabricator Certified by Bitnami,Bitnami,License,Google
Bitnami Cassandra Cluster,Bitnami,License,Google
Bitnami MongoDB Certified by Bitnami,Bitnami,License,Google
Bitnami Elasticsearch Certified by Bitnami,Bitnami,License,Google
Bitnami Parse Server Certified by Bitnami,Bitnami,License,Google
Bitnami Redmine Certified by Bitnami,Bitnami,License,Google
Bitnami Codiad Certified by Bitnami,Bitnami,License,Google
Bitnami JFrog Artifactory Open Source Certified by Bitnami,Bitnami,License,Google
Bitnami Subversion Certified by Bitnami,Bitnami,License,Google
Bitnami OpenCart Certified by Bitnami,Bitnami,License,Google
Bitnami Spree Certified by Bitnami,Bitnami,License,Google
Bitnami MODX Certified by Bitnami,Bitnami,License,Google
Bitnami Neo4j Certified by Bitnami,Bitnami,License,Google
Bitnami nginx-intel,Bitnami,License,Google
Bitnami TYPO3 Certified by Bitnami,Bitnami,License,Google
Bitnami Composr Certified by Bitnami,Bitnami,License,Google
Bitnami phpList Certified by Bitnami,Bitnami,License,Google
Bitnami ERPNext Certified by Bitnami,Bitnami,License,Google
Bitnami SonarQube Certified by Bitnami,Bitnami,License,Google
Bitnami Diaspora Certified by Bitnami,Bitnami,License,Google
Bitnami Ametys Certified by Bitnami,Bitnami,License,Google
Bitnami X2Engine Sales CRM Certified by Bitnami,Bitnami,License,Google
Bitnami MySQL with Replication,Bitnami,License,Google
Bitnami Trac Certified by Bitnami,Bitnami,License,Google
Bitnami Noalyss Certified by Bitnami,Bitnami,License,Google
Bitnami MySQL Certified by Bitnami,Bitnami,License,Google
Bitnami eXo Platform Certified by Bitnami,Bitnami,License,Google
Bitnami Tiki Wiki CMS Groupware Certified by Bitnami,Bitnami,License,Google
Bitnami Review Board Certified by Bitnami,Bitnami,License,Google
Bitnami PostgreSQL with Replication,Bitnami,License,Google
Dataiku,Dataiku,License,Google
Dell EMC PowerProtect Data Manager and PowerProtect DD Virtual Edition,DellEMC,License,Google
Dell EMC PowerProtect DD Virtual Edition,DellEMC,License,Google
Dell EMC Power Protect DD Management Center,DellEMC,License,Google
Diyotta Data Integration - 4.1.0.3121.001 - BYOL,Diyotta,License,Google
Evidian SafeKit Mirror Cluster on CentOS,Evidian,License,Google
Evidian SafeKit Mirror Cluster on Windows,Evidian,License,Google
Evidian SafeKit Farm Cluster on CentOS,Evidian,License,Google
Evidian SafeKit Farm Cluster on Windows,Evidian,License,Google
Grakn Labs Grakn KGMS - BYOL,GRAKNAI,License,Google
Grakn Labs BioGrakn,GRAKNAI,License,Google
Helpy.io Helpy Pro Edition,Helpyio,License,Google
ITsMine Beyond DLP,ITsMine,License,Google
Jetware MySQL 5.7,Jetware,License,Google
Jetware Caffe Python 3.6 NVidia GPU Production,Jetware,License,Google
Jetware WordPress on LEMP 7 Max Performance,Jetware,License,Google
Jetware MXNet 1 Python 3.6 NVidia GPU Production,Jetware,License,Google
Jetware MXNet 1 Python 3.6 CPU Production,Jetware,License,Google
Jetware Caffe Python 3.6 CPU Production,Jetware,License,Google
Jetware Optimized LEMP Stack PHP 7,Jetware,License,Google
Jetware Redmine,Jetware,License,Google
Jetware AISE PyTorch NVidia GPU Production,Jetware,License,Google
Jetware TensorFlow CPU Production,Jetware,License,Google
Jetware AISE PyTorch CPU Production,Jetware,License,Google
Jetware PostgreSQL 9.6,Jetware,License,Google
Jetware AISE TensorFlow NVidia GPU Production,Jetware,License,Google
Jetware Redmine on PostgreSQL,Jetware,License,Google
Jetware LAMP Stack PHP 7,Jetware,License,Google
Kinvolk Flatcar Container Linux,Kinvolk,License,Google
Kinvolk flatcar-pro,Kinvolk,License,Google
Orbs Ltd orbs-gamma-devkit,OrbsLtd,License,Google
Reblaze Technologies Reblaze,Reblaze,License,Google
Reblaze Technologies Reblaze (BYOL),Reblaze,License,Google
Techila Distributed Computing,Techila,License,Google
Varnish Software Inc. Varnish Enterprise 6 (Red Hat),Varnish,License,Google
Varnish Software Inc. Varnish Enterprise 6 (Ubuntu),Varnish,License,Google
Vertica Management Console - Hourly License,Vertica,License,Google
"Vertica Data Warehouse, Eon Mode",Vertica,License,Google
Vertica Analytics Platform,Vertica,License,Google
Wallarm - Next-Gen Web Application Firewall (WAF),Wallarm,License,Google
gClouds SQL Server 2019 Express Edition,gClouds,License,Google
niolabs nio,niolabs,License,Google
Alphaner Dive-DataOps,Alphaner,License,Google
AppScale,AppScale,License,Google
Appspace,Appspace,License,Google
Aviatrix CoPilot - BYOL,Aviatrix,License,Google
Aviatrix Secured Networking Platform - BYOL,Aviatrix,License,Google
"BigID, Inc. BigID Data Intelligence Platform",BigIDInc,License,Google
Cognosys Inc. Secured SQL Server 2016 Web on Windows Server 2016,Cognosys,License,Google
Cognosys Inc. Secured GIMP on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. SQL Server 2016 Express on Hardened Windows Server 2012 R2,Cognosys,License,Google
Cognosys Inc. Dolibarr on Ubuntu 16.04 LTS,Cognosys,License,Google
Cognosys Inc. Secured BugNet on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. Secured SQL Server 2014 Enterprise on Windows Server 2012 R2,Cognosys,License,Google
Cognosys Inc. mRemote on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. Secured Umbraco CMS on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. MediaWiki on Ubuntu 14.04 LTS,Cognosys,License,Google
Cognosys Inc. CentOS 7 Hardened,Cognosys,License,Google
Cognosys Inc. Acquia Drupal on Ubuntu 16.04 LTS,Cognosys,License,Google
Cognosys Inc. SQL Server Enterprise on Linux-SQL Server 2017 on SUSE,Cognosys,License,Google
Cognosys Inc. Secured Magento on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. Secured Jenkins on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. Secured HeidiSQL on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. Django on Red Hat Enterprise Linux 7,Cognosys,License,Google
Cognosys Inc. MediaWiki on Ubuntu 16.04 LTS,Cognosys,License,Google
Cognosys Inc. Secured SQuirreL SQL on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. Django on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. Mantis on Ubuntu 16.04 LTS,Cognosys,License,Google
Cognosys Inc. Visual Studio 2017 Community on Hardened Windows Server 2016,Cognosys,License,Google
Cognosys Inc. Elasticsearch on Ubuntu 16.04 LTS,Cognosys,License,Google
Cognosys Inc. Wordpress on Ubuntu 14.04 LTS,Cognosys,License,Google
Cognosys Inc. Abantecart on Ubuntu 16.04 LTS,Cognosys,License,Google
Cognosys Inc. SQL Server Web 2017 on Linux - Ubuntu 16.04,Cognosys,License,Google
Cognosys Inc. SQL Server Web 2017 on Linux - Redhat 7.3,Cognosys,License,Google
Cognosys Inc. Secured Wordpress on Windows Server 2012 R2,Cognosys,License,Google
Cognosys Inc. Secured Limesurvey on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. WordPress on CentOS 7,Cognosys,License,Google
Cognosys Inc. Visual Studio 2017 Professional on Hardened Windows Server 2016,Cognosys,License,Google
Cognosys Inc. Hardened Ubuntu 14.04 LTS,Cognosys,License,Google
Cognosys Inc. Secured SQL Server 2017 Standard on Windows Server 2019,Cognosys,License,Google
Cognosys Inc. Iometer on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. SecuredSharepoint2016 Standard on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. Secured SQL Server 2014 Web on Windows Server 2012 R2,Cognosys,License,Google
Cognosys Inc. Plone on Ubuntu 16.04 LTS,Cognosys,License,Google
Cognosys Inc. Secured MySQL 5.6 on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. Secured EC Cube Global on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. Secured SQL Server 2017 Standard on Windows Server 2016,Cognosys,License,Google
Cognosys Inc. Cakephp on Ubuntu 16.04 LTS,Cognosys,License,Google
Cognosys Inc. Team Foundation Server 2015 on Windows 2016,Cognosys,License,Google
Cognosys Inc. Magento on Ubuntu 16.04 LTS,Cognosys,License,Google
Cognosys Inc. Team Foundation Server 2015 on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. Oxideshop on Ubuntu 16.04 LTS,Cognosys,License,Google
Cognosys Inc. Secured MODx CMS on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. Secured Bugzilla on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. Jenkins on Ubuntu 16.04 LTS,Cognosys,License,Google
Cognosys Inc. Secured Apache Solr on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. Secured Moodle on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. NGINX on Red Hat Enterprise Linux 7,Cognosys,License,Google
Cognosys Inc. SQL Server 2014 Express on Hardened Windows Server 2016,Cognosys,License,Google
Cognosys Inc. OrangeHRM on Ubuntu 16.04 LTS,Cognosys,License,Google
Cognosys Inc. Dokuwiki on Ubuntu 16.04 LTS,Cognosys,License,Google
Cognosys Inc. Secured CMS Made Simple on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. Secured Weka on Windows 2012 R2,Cognosys,License,Google
Cognosys Inc. Magento on Red Hat Enterprise Linux 7,Cognosys,License,Google
